snapshot_date,warehouse_id,product_id,on_hand_qty,allocated_qty
2026-05-03,WH01,SKU0691,543,28
2026-05-03,WH01,SKU0692,545,47
2026-05-03,WH01,SKU0693,121,7
2026-05-03,WH01,SKU0694,319,14
2026-05-03,WH01,SKU0695,77,9
2026-05-03,WH01,SKU0696,170,10
2026-05-03,WH01,SKU0697,826,51
2026-05-03,WH01,SKU0698,375,27
2026-05-03,WH01,SKU0699,346,21
2026-05-03,WH01,SKU0700,670,93
2026-05-03,WH01,SKU0701,199,14
2026-05-03,WH01,SKU0702,123,6
2026-05-03,WH01,SKU0703,147,15
2026-05-03,WH01,SKU0704,136,15
2026-05-03,WH01,SKU0705,10,4
2026-05-03,WH01,SKU0706,53,10
2026-05-03,WH01,SKU0707,95,12
2026-05-03,WH01,SKU0708,598,35
2026-05-03,WH01,SKU0709,263,15
2026-05-03,WH01,SKU0710,90,8
2026-05-03,WH01,SKU0711,708,38
2026-05-03,WH01,SKU0712,202,38
2026-05-03,WH01,SKU0713,170,15
2026-05-03,WH01,SKU0714,72,11
2026-05-03,WH01,SKU0715,12,1
2026-05-03,WH01,SKU0716,52,3
2026-05-03,WH01,SKU0717,105,10
2026-05-03,WH01,SKU0718,121,15
2026-05-03,WH01,SKU0719,112,4
2026-05-03,WH01,SKU0720,95,7
2026-05-03,WH01,SKU0721,75,6
2026-05-03,WH01,SKU0722,174,22
2026-05-03,WH01,SKU0723,189,19
2026-05-03,WH01,SKU0724,362,23
2026-05-03,WH01,SKU0725,195,10
2026-05-03,WH01,SKU0726,152,7
2026-05-03,WH01,SKU0727,82,10
2026-05-03,WH01,SKU0728,143,8
2026-05-03,WH01,SKU0729,554,13
2026-05-03,WH01,SKU0730,172,23
2026-05-03,WH01,SKU0731,999,53
2026-05-03,WH01,SKU0732,604,42
2026-05-03,WH01,SKU0733,81,7
2026-05-03,WH01,SKU0734,150,26
2026-05-03,WH01,SKU0735,769,32
2026-05-03,WH01,SKU0736,73,7
2026-05-03,WH01,SKU0737,948,32
2026-05-03,WH01,SKU0738,162,9
2026-05-03,WH01,SKU0739,42,5
2026-05-03,WH01,SKU0740,210,24
2026-05-03,WH01,SKU0741,228,23
2026-05-03,WH01,SKU0742,364,17
2026-05-03,WH01,SKU0743,62,16
2026-05-03,WH01,SKU0744,157,7
2026-05-03,WH01,SKU0745,387,39
2026-05-03,WH01,SKU0746,121,21
2026-05-03,WH01,SKU0747,449,20
2026-05-03,WH01,SKU0748,123,21
2026-05-03,WH01,SKU0749,114,3
2026-05-03,WH01,SKU0750,165,7
2026-05-03,WH01,SKU0751,13,1
2026-05-03,WH01,SKU0752,372,26
2026-05-03,WH01,SKU0753,130,4
2026-05-03,WH01,SKU0754,219,15
2026-05-03,WH01,SKU0755,165,18
2026-05-03,WH01,SKU0756,416,21
2026-05-03,WH01,SKU0757,76,7
2026-05-03,WH01,SKU0758,134,17
2026-05-03,WH01,SKU0759,1577,92
2026-05-03,WH01,SKU0760,1843,68
2026-05-03,WH01,SKU0761,449,25
2026-05-03,WH01,SKU0762,474,19
2026-05-03,WH01,SKU0763,127,8
2026-05-03,WH01,SKU0764,1445,37
2026-05-03,WH01,SKU0765,110,14
2026-05-03,WH01,SKU0766,381,21
2026-05-03,WH01,SKU0767,80,7
2026-05-03,WH01,SKU0768,385,14
2026-05-03,WH01,SKU0769,307,23
2026-05-03,WH01,SKU0770,284,19
2026-05-03,WH01,SKU0771,361,21
2026-05-03,WH01,SKU0772,174,9
2026-05-03,WH01,SKU0773,49,9
2026-05-03,WH01,SKU0774,875,67
2026-05-03,WH01,SKU0775,4938,149
2026-05-03,WH01,SKU0776,166,31
2026-05-03,WH01,SKU0777,23,2
2026-05-03,WH01,SKU0778,172,13
2026-05-03,WH01,SKU0779,214,34
2026-05-03,WH01,SKU0780,919,59
2026-05-03,WH01,SKU0781,85,2
2026-05-03,WH01,SKU0782,455,18
2026-05-03,WH01,SKU0783,604,25
2026-05-03,WH01,SKU0784,321,38
2026-05-03,WH01,SKU0785,48,16
2026-05-03,WH01,SKU0786,55,4
2026-05-03,WH01,SKU0787,436,32
2026-05-03,WH01,SKU0788,392,47
2026-05-03,WH01,SKU0789,245,10
2026-05-03,WH01,SKU0790,1070,21
2026-05-03,WH01,SKU0791,251,9
2026-05-03,WH01,SKU0792,108,8
2026-05-03,WH01,SKU0793,479,42
2026-05-03,WH01,SKU0794,246,21
2026-05-03,WH01,SKU0795,337,31
2026-05-03,WH01,SKU0796,953,58
2026-05-03,WH01,SKU0797,103,8
2026-05-03,WH01,SKU0798,54,16
2026-05-03,WH01,SKU0799,167,25
2026-05-03,WH01,SKU0800,79,8
2026-05-03,WH01,SKU0801,611,33
2026-05-03,WH01,SKU0802,71,11
2026-05-03,WH01,SKU0803,106,8
2026-05-03,WH01,SKU0804,233,21
2026-05-03,WH01,SKU0805,154,19
2026-05-03,WH01,SKU0806,303,42
2026-05-03,WH01,SKU0807,358,33
2026-05-03,WH01,SKU0808,98,23
2026-05-03,WH01,SKU0809,506,24
2026-05-03,WH01,SKU0810,113,16
2026-05-03,WH01,SKU0811,142,8
2026-05-03,WH01,SKU0812,310,19
2026-05-03,WH01,SKU0813,112,8
2026-05-03,WH01,SKU0814,1668,62
2026-05-03,WH01,SKU0815,546,60
2026-05-03,WH01,SKU0816,169,24
2026-05-03,WH01,SKU0817,615,27
2026-05-03,WH01,SKU0818,138,13
2026-05-03,WH01,SKU0819,28,2
2026-05-03,WH01,SKU0820,105,18
2026-05-03,WH01,SKU0821,190,11
2026-05-03,WH01,SKU0822,108,17
2026-05-03,WH01,SKU0823,154,26
2026-05-03,WH01,SKU0824,556,46
2026-05-03,WH01,SKU0825,211,5
2026-05-03,WH01,SKU0826,111,4
2026-05-03,WH01,SKU0827,1064,56
2026-05-03,WH01,SKU0828,176,33
2026-05-03,WH01,SKU0829,267,12
2026-05-03,WH01,SKU0830,359,21
2026-05-03,WH01,SKU0831,251,20
2026-05-03,WH01,SKU0832,260,22
2026-05-03,WH01,SKU0833,424,21
2026-05-03,WH01,SKU0834,1931,146
2026-05-03,WH01,SKU0835,161,21
2026-05-03,WH01,SKU0836,402,33
2026-05-03,WH01,SKU0837,105,2
2026-05-03,WH01,SKU0838,215,12
2026-05-03,WH01,SKU0839,652,53
2026-05-03,WH01,SKU0840,141,24
2026-05-03,WH01,SKU0841,7,0
2026-05-03,WH01,SKU0842,793,29
2026-05-03,WH01,SKU0843,2741,95
2026-05-03,WH01,SKU0844,101,3
2026-05-03,WH01,SKU0845,804,74
2026-05-03,WH01,SKU0846,26,1
2026-05-03,WH01,SKU0847,413,39
2026-05-03,WH01,SKU0848,107,16
2026-05-03,WH01,SKU0849,43,3
2026-05-03,WH01,SKU0850,166,28
2026-05-03,WH01,SKU0851,507,43
2026-05-03,WH01,SKU0852,180,30
2026-05-03,WH01,SKU0853,143,23
2026-05-03,WH01,SKU0854,146,12
2026-05-03,WH01,SKU0855,43,3
2026-05-03,WH01,SKU0856,381,35
2026-05-03,WH01,SKU0857,1329,72
2026-05-03,WH01,SKU0858,1192,50
2026-05-03,WH01,SKU0859,54,2
2026-05-03,WH01,SKU0860,55,2
2026-05-03,WH01,SKU0861,126,11
2026-05-03,WH01,SKU0862,45,7
2026-05-03,WH01,SKU0863,127,11
2026-05-03,WH01,SKU0864,119,23
2026-05-03,WH01,SKU0865,136,6
2026-05-03,WH01,SKU0866,446,27
2026-05-03,WH01,SKU0867,221,27
2026-05-03,WH01,SKU0868,182,11
2026-05-03,WH01,SKU0869,223,10
2026-05-03,WH01,SKU0870,20,2
2026-05-03,WH01,SKU0871,107,16
2026-05-03,WH01,SKU0872,431,12
2026-05-03,WH01,SKU0873,107,23
2026-05-03,WH01,SKU0874,156,25
2026-05-03,WH01,SKU0875,150,21
2026-05-03,WH01,SKU0876,240,9
2026-05-03,WH01,SKU0877,229,23
2026-05-03,WH01,SKU0878,508,38
2026-05-03,WH01,SKU0879,68,13
2026-05-03,WH01,SKU0880,479,19
2026-05-03,WH01,SKU0881,233,11
2026-05-03,WH01,SKU0882,140,7
2026-05-03,WH01,SKU0883,256,21
2026-05-03,WH01,SKU0884,211,12
2026-05-03,WH01,SKU0885,783,28
2026-05-03,WH01,SKU0886,190,15
2026-05-03,WH01,SKU0887,82,10
2026-05-03,WH01,SKU0888,119,14
2026-05-03,WH01,SKU0889,116,7
2026-05-03,WH01,SKU0890,93,3
2026-05-03,WH01,SKU0891,225,20
2026-05-03,WH01,SKU0892,202,28
2026-05-03,WH01,SKU0893,247,34
2026-05-03,WH01,SKU0894,109,13
2026-05-03,WH01,SKU0895,3865,84
2026-05-03,WH01,SKU0896,83,8
2026-05-03,WH01,SKU0897,169,3
2026-05-03,WH01,SKU0898,42,5
2026-05-03,WH01,SKU0899,49,4
2026-05-03,WH01,SKU0900,667,61
2026-05-03,WH01,SKU0901,348,48
2026-05-03,WH01,SKU0902,217,31
2026-05-03,WH01,SKU0903,193,2
2026-05-03,WH01,SKU0904,1061,82
2026-05-03,WH01,SKU0905,477,17
2026-05-03,WH01,SKU0906,308,8
2026-05-03,WH01,SKU0907,814,65
2026-05-03,WH01,SKU0908,369,32
2026-05-03,WH01,SKU0909,871,140
2026-05-03,WH01,SKU0910,249,24
2026-05-03,WH01,SKU0911,51,24
2026-05-03,WH01,SKU0912,91,10
2026-05-03,WH01,SKU0913,15,5
2026-05-03,WH01,SKU0914,176,18
2026-05-03,WH01,SKU0915,844,31
2026-05-03,WH01,SKU0916,830,19
2026-05-03,WH01,SKU0917,363,15
2026-05-03,WH01,SKU0918,194,6
2026-05-03,WH01,SKU0919,86,19
2026-05-03,WH01,SKU0920,399,33
2026-05-03,WH01,SKU0921,470,27
2026-05-03,WH01,SKU0922,231,19
2026-05-03,WH01,SKU0923,140,9
2026-05-03,WH01,SKU0924,457,37
2026-05-03,WH01,SKU0925,18,2
2026-05-03,WH01,SKU0926,403,23
2026-05-03,WH01,SKU0927,1832,151
2026-05-03,WH01,SKU0928,50,6
2026-05-03,WH01,SKU0929,230,20
2026-05-03,WH01,SKU0930,457,16
2026-05-03,WH01,SKU0931,299,10
2026-05-03,WH01,SKU0932,527,38
2026-05-03,WH01,SKU0933,231,26
2026-05-03,WH01,SKU0934,461,18
2026-05-03,WH01,SKU0935,823,29
2026-05-03,WH01,SKU0936,172,16
2026-05-03,WH01,SKU0937,7083,271
2026-05-03,WH01,SKU0938,279,29
2026-05-03,WH01,SKU0939,169,27
2026-05-03,WH01,SKU0940,28,3
2026-05-03,WH01,SKU0941,115,11
2026-05-03,WH01,SKU0942,1176,38
2026-05-03,WH01,SKU0943,50,4
2026-05-03,WH01,SKU0944,24,3
2026-05-03,WH01,SKU0945,339,22
2026-05-03,WH01,SKU0946,565,53
2026-05-03,WH01,SKU0947,127,18
2026-05-03,WH01,SKU0948,167,14
2026-05-03,WH01,SKU0949,78,4
2026-05-03,WH01,SKU0950,1033,22
2026-05-03,WH01,SKU0951,532,29
2026-05-03,WH01,SKU0952,42,1
2026-05-03,WH01,SKU0953,1138,50
2026-05-03,WH01,SKU0954,299,48
2026-05-03,WH01,SKU0955,883,35
2026-05-03,WH01,SKU0956,240,33
2026-05-03,WH01,SKU0957,584,26
2026-05-03,WH01,SKU0958,272,32
2026-05-03,WH01,SKU0959,493,44
2026-05-03,WH01,SKU0960,59,3
2026-05-03,WH01,SKU0961,87,6
2026-05-03,WH01,SKU0962,175,7
2026-05-03,WH01,SKU0963,70,14
2026-05-03,WH01,SKU0964,647,31
2026-05-03,WH01,SKU0965,366,15
2026-05-03,WH01,SKU0966,538,49
2026-05-03,WH01,SKU0967,1144,54
2026-05-03,WH01,SKU0968,168,5
2026-05-03,WH01,SKU0969,772,24
2026-05-03,WH01,SKU0970,64,9
2026-05-03,WH01,SKU0971,394,13
2026-05-03,WH01,SKU0972,458,20
2026-05-03,WH01,SKU0973,16,0
2026-05-03,WH01,SKU0974,1822,150
2026-05-03,WH01,SKU0975,437,28
2026-05-03,WH01,SKU0976,118,12
2026-05-03,WH01,SKU0977,939,88
2026-05-03,WH01,SKU0978,128,6
2026-05-03,WH01,SKU0979,265,11
2026-05-03,WH01,SKU0980,95,15
2026-05-03,WH01,SKU0981,793,72
2026-05-03,WH01,SKU0982,170,14
2026-05-03,WH01,SKU0983,371,21
2026-05-03,WH01,SKU0984,1167,59
2026-05-03,WH01,SKU0985,809,32
2026-05-03,WH01,SKU0986,345,14
2026-05-03,WH01,SKU0987,1951,39
2026-05-03,WH01,SKU0988,3133,137
2026-05-03,WH01,SKU0989,330,20
2026-05-03,WH01,SKU0990,110,16
2026-05-03,WH01,SKU0991,213,18
2026-05-03,WH01,SKU0992,559,59
2026-05-03,WH01,SKU0993,329,10
2026-05-03,WH01,SKU0994,260,16
2026-05-03,WH01,SKU0995,46,3
2026-05-03,WH01,SKU0996,82,4
2026-05-03,WH01,SKU0997,198,12
2026-05-03,WH01,SKU0998,208,22
2026-05-03,WH01,SKU0999,1331,82
2026-05-03,WH01,SKU1000,425,21
2026-05-10,WH01,SKU0001,280,16
2026-05-10,WH01,SKU0002,634,92
2026-05-10,WH01,SKU0003,451,28
2026-05-10,WH01,SKU0004,141,6
2026-05-10,WH01,SKU0005,11,2
2026-05-10,WH01,SKU0006,429,31
2026-05-10,WH01,SKU0007,170,13
2026-05-10,WH01,SKU0008,316,48
2026-05-10,WH01,SKU0009,101,7
2026-05-10,WH01,SKU0010,295,21
2026-05-10,WH01,SKU0011,417,43
2026-05-10,WH01,SKU0012,249,9
2026-05-10,WH01,SKU0013,232,10
2026-05-10,WH01,SKU0014,279,18
2026-05-10,WH01,SKU0015,608,25
2026-05-10,WH01,SKU0016,246,16
2026-05-10,WH01,SKU0017,357,51
2026-05-10,WH01,SKU0018,145,16
2026-05-10,WH01,SKU0019,45,6
2026-05-10,WH01,SKU0020,918,113
2026-05-10,WH01,SKU0021,163,7
2026-05-10,WH01,SKU0022,99,7
2026-05-10,WH01,SKU0023,182,12
2026-05-10,WH01,SKU0024,145,17
2026-05-10,WH01,SKU0025,201,11
2026-05-10,WH01,SKU0026,172,18
2026-05-10,WH01,SKU0027,264,22
2026-05-10,WH01,SKU0028,298,23
2026-05-10,WH01,SKU0029,12,2
2026-05-10,WH01,SKU0030,2010,91
2026-05-10,WH01,SKU0031,310,19
2026-05-10,WH01,SKU0032,227,29
2026-05-10,WH01,SKU0033,37,11
2026-05-10,WH01,SKU0034,177,15
2026-05-10,WH01,SKU0035,117,12
2026-05-10,WH01,SKU0036,478,56
2026-05-10,WH01,SKU0037,158,10
2026-05-10,WH01,SKU0038,456,35
2026-05-10,WH01,SKU0039,101,9
2026-05-10,WH01,SKU0040,219,9
2026-05-10,WH01,SKU0041,349,4
2026-05-10,WH01,SKU0042,725,53
2026-05-10,WH01,SKU0043,13,4
2026-05-10,WH01,SKU0044,75,5
2026-05-10,WH01,SKU0045,59,2
2026-05-10,WH01,SKU0046,81,8
2026-05-10,WH01,SKU0047,185,6
2026-05-10,WH01,SKU0048,63,4
2026-05-10,WH01,SKU0049,156,8
2026-05-10,WH01,SKU0050,47,2
2026-05-10,WH01,SKU0051,37,5
2026-05-10,WH01,SKU0052,1156,43
2026-05-10,WH01,SKU0053,216,17
2026-05-10,WH01,SKU0054,176,18
2026-05-10,WH01,SKU0055,104,12
2026-05-10,WH01,SKU0056,51,1
2026-05-10,WH01,SKU0057,90,7
2026-05-10,WH01,SKU0058,531,13
2026-05-10,WH01,SKU0059,239,34
2026-05-10,WH01,SKU0060,422,35
2026-05-10,WH01,SKU0061,256,33
2026-05-10,WH01,SKU0062,81,11
2026-05-10,WH01,SKU0063,401,20
2026-05-10,WH01,SKU0064,225,14
2026-05-10,WH01,SKU0065,214,14
2026-05-10,WH01,SKU0066,1268,114
2026-05-10,WH01,SKU0067,66,4
2026-05-10,WH01,SKU0068,239,14
2026-05-10,WH01,SKU0069,1296,63
2026-05-10,WH01,SKU0070,61,7
2026-05-10,WH01,SKU0071,190,7
2026-05-10,WH01,SKU0072,154,4
2026-05-10,WH01,SKU0073,1334,13
2026-05-10,WH01,SKU0074,44,1
2026-05-10,WH01,SKU0075,221,26
2026-05-10,WH01,SKU0076,250,27
2026-05-10,WH01,SKU0077,230,35
2026-05-10,WH01,SKU0078,66,5
2026-05-10,WH01,SKU0079,150,16
2026-05-10,WH01,SKU0080,76,8
2026-05-10,WH01,SKU0081,125,13
2026-05-10,WH01,SKU0082,1973,113
2026-05-10,WH01,SKU0083,409,22
2026-05-10,WH01,SKU0084,98,3
2026-05-10,WH01,SKU0085,136,19
2026-05-10,WH01,SKU0086,148,4
2026-05-10,WH01,SKU0087,123,2
2026-05-10,WH01,SKU0088,47,5
2026-05-10,WH01,SKU0089,128,14
2026-05-10,WH01,SKU0090,308,35
2026-05-10,WH01,SKU0091,209,26
2026-05-10,WH01,SKU0092,142,27
2026-05-10,WH01,SKU0093,51,5
2026-05-10,WH01,SKU0094,235,12
2026-05-10,WH01,SKU0095,353,21
2026-05-10,WH01,SKU0096,230,9
2026-05-10,WH01,SKU0097,378,9
2026-05-10,WH01,SKU0098,443,26
2026-05-10,WH01,SKU0099,128,8
2026-05-10,WH01,SKU0100,540,23
2026-05-10,WH01,SKU0101,2243,77
2026-05-10,WH01,SKU0102,47,14
2026-05-10,WH01,SKU0103,774,47
2026-05-10,WH01,SKU0104,186,28
2026-05-10,WH01,SKU0105,43,5
2026-05-10,WH01,SKU0106,70,4
2026-05-10,WH01,SKU0107,65,11
2026-05-10,WH01,SKU0108,65,10
2026-05-10,WH01,SKU0109,151,14
2026-05-10,WH01,SKU0110,571,24
2026-05-10,WH01,SKU0111,2075,68
2026-05-10,WH01,SKU0112,163,16
2026-05-10,WH01,SKU0113,216,12
2026-05-10,WH01,SKU0114,41,2
2026-05-10,WH01,SKU0115,254,23
2026-05-10,WH01,SKU0116,249,19
2026-05-10,WH01,SKU0117,255,18
2026-05-10,WH01,SKU0118,1273,98
2026-05-10,WH01,SKU0119,1484,48
2026-05-10,WH01,SKU0120,570,38
2026-05-10,WH01,SKU0121,40,7
2026-05-10,WH01,SKU0122,69,7
2026-05-10,WH01,SKU0123,218,14
2026-05-10,WH01,SKU0124,171,15
2026-05-10,WH01,SKU0125,419,17
2026-05-10,WH01,SKU0126,417,28
2026-05-10,WH01,SKU0127,54,8
2026-05-10,WH01,SKU0128,2564,57
2026-05-10,WH01,SKU0129,129,29
2026-05-10,WH01,SKU0130,18,4
2026-05-10,WH01,SKU0131,441,15
2026-05-10,WH01,SKU0132,209,13
2026-05-10,WH01,SKU0133,816,41
2026-05-10,WH01,SKU0134,200,6
2026-05-10,WH01,SKU0135,566,36
2026-05-10,WH01,SKU0136,358,10
2026-05-10,WH01,SKU0137,26,5
2026-05-10,WH01,SKU0138,79,6
2026-05-10,WH01,SKU0139,342,58
2026-05-10,WH01,SKU0140,1356,50
2026-05-10,WH01,SKU0141,355,24
2026-05-10,WH01,SKU0142,630,60
2026-05-10,WH01,SKU0143,328,41
2026-05-10,WH01,SKU0144,813,37
2026-05-10,WH01,SKU0145,62,6
2026-05-10,WH01,SKU0146,1900,82
2026-05-10,WH01,SKU0147,152,31
2026-05-10,WH01,SKU0148,96,15
2026-05-10,WH01,SKU0149,119,13
2026-05-10,WH01,SKU0150,256,24
2026-05-10,WH01,SKU0151,167,3
2026-05-10,WH01,SKU0152,465,44
2026-05-10,WH01,SKU0153,105,10
2026-05-10,WH01,SKU0154,385,31
2026-05-10,WH01,SKU0155,123,14
2026-05-10,WH01,SKU0156,64,9
2026-05-10,WH01,SKU0157,72,17
2026-05-10,WH01,SKU0158,381,13
2026-05-10,WH01,SKU0159,944,88
2026-05-10,WH01,SKU0160,915,57
2026-05-10,WH01,SKU0161,984,22
2026-05-10,WH01,SKU0162,69,16
2026-05-10,WH01,SKU0163,867,34
2026-05-10,WH01,SKU0164,677,47
2026-05-10,WH01,SKU0165,126,1
2026-05-10,WH01,SKU0166,168,16
2026-05-10,WH01,SKU0167,60,5
2026-05-10,WH01,SKU0168,766,52
2026-05-10,WH01,SKU0169,2367,112
2026-05-10,WH01,SKU0170,419,17
2026-05-10,WH01,SKU0171,37,4
2026-05-10,WH01,SKU0172,400,31
2026-05-10,WH01,SKU0173,144,8
2026-05-10,WH01,SKU0174,79,8
2026-05-10,WH01,SKU0175,574,26
2026-05-10,WH01,SKU0176,420,11
2026-05-10,WH01,SKU0177,84,12
2026-05-10,WH01,SKU0178,101,14
2026-05-10,WH01,SKU0179,249,22
2026-05-10,WH01,SKU0180,110,15
2026-05-10,WH01,SKU0181,62,6
2026-05-10,WH01,SKU0182,308,14
2026-05-10,WH01,SKU0183,286,22
2026-05-10,WH01,SKU0184,279,16
2026-05-10,WH01,SKU0185,27,3
2026-05-10,WH01,SKU0186,525,42
2026-05-10,WH01,SKU0187,17,1
2026-05-10,WH01,SKU0188,136,4
2026-05-10,WH01,SKU0189,72,11
2026-05-10,WH01,SKU0190,502,24
2026-05-10,WH01,SKU0191,360,22
2026-05-10,WH01,SKU0192,1789,41
2026-05-10,WH01,SKU0193,151,9
2026-05-10,WH01,SKU0194,359,30
2026-05-10,WH01,SKU0195,172,14
2026-05-10,WH01,SKU0196,61,2
2026-05-10,WH01,SKU0197,596,83
2026-05-10,WH01,SKU0198,103,4
2026-05-10,WH01,SKU0199,308,27
2026-05-10,WH01,SKU0200,311,30
2026-05-10,WH01,SKU0201,194,21
2026-05-10,WH01,SKU0202,96,8
2026-05-10,WH01,SKU0203,357,32
2026-05-10,WH01,SKU0204,61,1
2026-05-10,WH01,SKU0205,146,11
2026-05-10,WH01,SKU0206,44,7
2026-05-10,WH01,SKU0207,312,12
2026-05-10,WH01,SKU0208,290,17
2026-05-10,WH01,SKU0209,424,39
2026-05-10,WH01,SKU0210,200,12
2026-05-10,WH01,SKU0211,601,32
2026-05-10,WH01,SKU0212,666,17
2026-05-10,WH01,SKU0213,383,6
2026-05-10,WH01,SKU0214,58,15
2026-05-10,WH01,SKU0215,85,15
2026-05-10,WH01,SKU0216,86,11
2026-05-10,WH01,SKU0217,138,34
2026-05-10,WH01,SKU0218,175,18
2026-05-10,WH01,SKU0219,53,2
2026-05-10,WH01,SKU0220,107,5
2026-05-10,WH01,SKU0221,220,17
2026-05-10,WH01,SKU0222,97,8
2026-05-10,WH01,SKU0223,220,22
2026-05-10,WH01,SKU0224,396,33
2026-05-10,WH01,SKU0225,60,12
2026-05-10,WH01,SKU0226,64,5
2026-05-10,WH01,SKU0227,2312,75
2026-05-10,WH01,SKU0228,232,16
2026-05-10,WH01,SKU0229,158,13
2026-05-10,WH01,SKU0230,139,5
2026-05-10,WH01,SKU0231,158,8
2026-05-10,WH01,SKU0232,193,12
2026-05-10,WH01,SKU0233,199,37
2026-05-10,WH01,SKU0234,78,10
2026-05-10,WH01,SKU0235,1273,48
2026-05-10,WH01,SKU0236,130,9
2026-05-10,WH01,SKU0237,199,5
2026-05-10,WH01,SKU0238,168,7
2026-05-10,WH01,SKU0239,20,3
2026-05-10,WH01,SKU0240,303,13
2026-05-10,WH01,SKU0241,122,19
2026-05-10,WH01,SKU0242,413,34
2026-05-10,WH01,SKU0243,98,4
2026-05-10,WH01,SKU0244,196,49
2026-05-10,WH01,SKU0245,458,28
2026-05-10,WH01,SKU0246,1371,56
2026-05-10,WH01,SKU0247,496,17
2026-05-10,WH01,SKU0248,701,37
2026-05-10,WH01,SKU0249,98,6
2026-05-10,WH01,SKU0250,357,25
2026-05-10,WH01,SKU0251,84,11
2026-05-10,WH01,SKU0252,37,4
2026-05-10,WH01,SKU0253,89,8
2026-05-10,WH01,SKU0254,550,22
2026-05-10,WH01,SKU0255,162,17
2026-05-10,WH01,SKU0256,303,19
2026-05-10,WH01,SKU0257,34,3
2026-05-10,WH01,SKU0258,49,0
2026-05-10,WH01,SKU0259,834,54
2026-05-10,WH01,SKU0260,210,58
2026-05-10,WH01,SKU0261,68,3
2026-05-10,WH01,SKU0262,247,23
2026-05-10,WH01,SKU0263,396,43
2026-05-10,WH01,SKU0264,455,29
2026-05-10,WH01,SKU0265,180,18
2026-05-10,WH01,SKU0266,362,36
2026-05-10,WH01,SKU0267,49,7
2026-05-10,WH01,SKU0268,266,24
2026-05-10,WH01,SKU0269,451,24
2026-05-10,WH01,SKU0270,206,9
2026-05-10,WH01,SKU0271,198,7
2026-05-10,WH01,SKU0272,415,17
2026-05-10,WH01,SKU0273,333,21
2026-05-10,WH01,SKU0274,56,7
2026-05-10,WH01,SKU0275,457,39
2026-05-10,WH01,SKU0276,196,8
2026-05-10,WH01,SKU0277,177,14
2026-05-10,WH01,SKU0278,111,19
2026-05-10,WH01,SKU0279,197,33
2026-05-10,WH01,SKU0280,40,3
2026-05-10,WH01,SKU0281,593,30
2026-05-10,WH01,SKU0282,63,2
2026-05-10,WH01,SKU0283,707,55
2026-05-10,WH01,SKU0284,268,10
2026-05-10,WH01,SKU0285,183,21
2026-05-10,WH01,SKU0286,1624,96
2026-05-10,WH01,SKU0287,318,9
2026-05-10,WH01,SKU0288,266,56
2026-05-10,WH01,SKU0289,880,15
2026-05-10,WH01,SKU0290,222,20
2026-05-10,WH01,SKU0291,186,21
2026-05-10,WH01,SKU0292,626,44
2026-05-10,WH01,SKU0293,79,18
2026-05-10,WH01,SKU0294,144,11
2026-05-10,WH01,SKU0295,68,12
2026-05-10,WH01,SKU0296,173,31
2026-05-10,WH01,SKU0297,170,8
2026-05-10,WH01,SKU0298,279,36
2026-05-10,WH01,SKU0299,975,54
2026-05-10,WH01,SKU0300,52,10
2026-05-10,WH01,SKU0301,88,8
2026-05-10,WH01,SKU0302,138,12
2026-05-10,WH01,SKU0303,1699,109
2026-05-10,WH01,SKU0304,226,19
2026-05-10,WH01,SKU0305,364,29
2026-05-10,WH01,SKU0306,103,6
2026-05-10,WH01,SKU0307,407,12
2026-05-10,WH01,SKU0308,1264,26
2026-05-10,WH01,SKU0309,64,12
2026-05-10,WH01,SKU0310,1072,41
2026-05-10,WH01,SKU0311,1554,142
2026-05-10,WH01,SKU0312,567,6
2026-05-10,WH01,SKU0313,107,7
2026-05-10,WH01,SKU0314,48,5
2026-05-10,WH01,SKU0315,1356,82
2026-05-10,WH01,SKU0316,609,40
2026-05-10,WH01,SKU0317,148,16
2026-05-10,WH01,SKU0318,221,24
2026-05-10,WH01,SKU0319,61,8
2026-05-10,WH01,SKU0320,343,44
2026-05-10,WH01,SKU0321,77,9
2026-05-10,WH01,SKU0322,219,11
2026-05-10,WH01,SKU0323,698,24
2026-05-10,WH01,SKU0324,256,12
2026-05-10,WH01,SKU0325,232,17
2026-05-10,WH01,SKU0326,292,22
2026-05-10,WH01,SKU0327,647,29
2026-05-10,WH01,SKU0328,936,78
2026-05-10,WH01,SKU0329,293,28
2026-05-10,WH01,SKU0330,446,33
2026-05-10,WH01,SKU0331,408,13
2026-05-10,WH01,SKU0332,149,6
2026-05-10,WH01,SKU0333,400,33
2026-05-10,WH01,SKU0334,258,23
2026-05-10,WH01,SKU0335,118,2
2026-05-10,WH01,SKU0336,242,12
2026-05-10,WH01,SKU0337,112,23
2026-05-10,WH01,SKU0338,85,11
2026-05-10,WH01,SKU0339,699,67
2026-05-10,WH01,SKU0340,457,32
2026-05-10,WH01,SKU0341,467,59
2026-05-10,WH01,SKU0342,133,30
2026-05-10,WH01,SKU0343,404,25
2026-05-10,WH01,SKU0344,131,10
2026-05-10,WH01,SKU0345,141,10
2026-05-10,WH01,SKU0346,405,19
2026-05-10,WH01,SKU0347,139,5
2026-05-10,WH01,SKU0348,136,17
2026-05-10,WH01,SKU0349,170,15
2026-05-10,WH01,SKU0350,177,27
2026-05-10,WH01,SKU0351,659,29
2026-05-10,WH01,SKU0352,69,13
