product_id,product_name,category,unit_cost_gbp,case_size,active_flag,primary_supplier_id
SKU0392,Ambient Food Product 0392,Ambient Food,5.66,24,Y,SUP056
SKU0393,Beverages Product 0393,Beverages,6.26,24,Y,SUP039
SKU0394,Beverages Product 0394,Beverages,5.78,6,Y,SUP060
SKU0395,Ambient Food Product 0395,Ambient Food,13.4,12,Y,SUP023
SKU0396,Frozen Product 0396,Frozen,2.4,8,Y,SUP040
SKU0397,Household Product 0397,Household,12.94,8,Y,SUP022
SKU0398,Chilled Product 0398,Chilled,5.77,24,Y,SUP042
SKU0399,Frozen Product 0399,Frozen,9.44,12,Y,SUP045
SKU0400,Frozen Product 0400,Frozen,3.55,24,Y,SUP020
SKU0401,Chilled Product 0401,Chilled,17.52,10,Y,SUP057
SKU0402,Personal Care Product 0402,Personal Care,16.6,12,Y,SUP052
SKU0403,Household Product 0403,Household,13.79,12,Y,SUP054
SKU0404,Ambient Food Product 0404,Ambient Food,2.76,6,Y,SUP014
SKU0405,Personal Care Product 0405,Personal Care,12.67,6,Y,SUP044
SKU0406,Household Product 0406,Household,9.61,12,Y,SUP007
SKU0407,Chilled Product 0407,Chilled,2.6,1,Y,SUP007
SKU0408,Household Product 0408,Household,7.27,24,Y,SUP059
SKU0409,Ambient Food Product 0409,Ambient Food,9.36,6,Y,SUP010
SKU0410,Personal Care Product 0410,Personal Care,10.61,6,Y,SUP052
SKU0411,Beverages Product 0411,Beverages,8.29,12,Y,SUP026
SKU0412,Beverages Product 0412,Beverages,8.93,6,Y,SUP019
SKU0413,Ambient Food Product 0413,Ambient Food,19.26,24,Y,SUP005
SKU0414,Personal Care Product 0414,Personal Care,16.39,12,Y,SUP041
SKU0415,Ambient Food Product 0415,Ambient Food,1.15,1,Y,SUP044
SKU0416,Ambient Food Product 0416,Ambient Food,6.01,12,Y,SUP029
SKU0417,Ambient Food Product 0417,Ambient Food,6.64,12,Y,SUP049
SKU0418,Household Product 0418,Household,2.37,12,Y,SUP020
SKU0419,Ambient Food Product 0419,Ambient Food,7.86,24,Y,SUP034
SKU0420,Personal Care Product 0420,Personal Care,16.64,12,Y,SUP018
SKU0421,Beverages Product 0421,Beverages,3.65,12,N,SUP035
SKU0422,Ambient Food Product 0422,Ambient Food,9.2,8,Y,SUP009
SKU0423,Ambient Food Product 0423,Ambient Food,4.07,12,Y,SUP029
SKU0424,Ambient Food Product 0424,Ambient Food,4.77,24,Y,SUP033
SKU0425,Beverages Product 0425,Beverages,19.3,12,Y,SUP034
SKU0426,Household Product 0426,Household,5.19,12,Y,SUP027
SKU0427,Ambient Food Product 0427,Ambient Food,9.98,10,Y,SUP039
SKU0428,Household Product 0428,Household,2.19,12,Y,SUP031
SKU0429,Ambient Food Product 0429,Ambient Food,24.79,24,Y,SUP017
SKU0430,Household Product 0430,Household,10.93,6,Y,SUP013
SKU0431,Personal Care Product 0431,Personal Care,6.56,6,Y,SUP039
SKU0432,Household Product 0432,Household,10.74,12,Y,SUP057
SKU0433,Beverages Product 0433,Beverages,2.96,12,Y,SUP046
SKU0434,Household Product 0434,Household,15.94,12,Y,SUP039
SKU0435,Ambient Food Product 0435,Ambient Food,5.99,1,Y,SUP056
SKU0436,Ambient Food Product 0436,Ambient Food,6.47,10,Y,SUP054
SKU0437,Ambient Food Product 0437,Ambient Food,5.37,12,Y,SUP031
SKU0438,Frozen Product 0438,Frozen,5.07,12,Y,SUP007
SKU0439,Household Product 0439,Household,11.61,12,Y,SUP039
SKU0440,Beverages Product 0440,Beverages,8.73,12,Y,SUP038
SKU0441,Household Product 0441,Household,11.29,12,Y,SUP017
SKU0442,Ambient Food Product 0442,Ambient Food,7.35,12,Y,SUP051
SKU0443,Household Product 0443,Household,10.31,12,N,SUP053
SKU0444,Ambient Food Product 0444,Ambient Food,5.63,12,Y,SUP020
SKU0445,Chilled Product 0445,Chilled,31.48,12,Y,SUP029
SKU0446,Beverages Product 0446,Beverages,2.67,6,Y,SUP012
SKU0447,Personal Care Product 0447,Personal Care,16.77,8,Y,SUP011
SKU0448,Beverages Product 0448,Beverages,17.98,12,Y,SUP016
SKU0449,Ambient Food Product 0449,Ambient Food,4.25,24,Y,SUP022
SKU0450,Beverages Product 0450,Beverages,31.47,12,Y,SUP017
SKU0451,Ambient Food Product 0451,Ambient Food,14.11,6,Y,SUP010
SKU0452,Personal Care Product 0452,Personal Care,13.89,12,Y,SUP027
SKU0453,Beverages Product 0453,Beverages,7.52,6,Y,SUP038
SKU0454,Ambient Food Product 0454,Ambient Food,6.42,12,Y,SUP020
SKU0455,Ambient Food Product 0455,Ambient Food,6.45,24,Y,SUP033
SKU0456,Ambient Food Product 0456,Ambient Food,9.52,12,Y,SUP017
SKU0457,Personal Care Product 0457,Personal Care,18.37,12,Y,SUP043
SKU0458,Frozen Product 0458,Frozen,8.31,8,N,SUP039
SKU0459,Household Product 0459,Household,4.09,10,Y,SUP058
SKU0460,Beverages Product 0460,Beverages,12.63,24,Y,SUP004
SKU0461,Beverages Product 0461,Beverages,13.45,12,Y,SUP052
SKU0462,Ambient Food Product 0462,Ambient Food,11.31,12,Y,SUP021
SKU0463,Personal Care Product 0463,Personal Care,12.0,8,Y,SUP004
SKU0464,Chilled Product 0464,Chilled,6.2,1,Y,SUP042
SKU0465,Beverages Product 0465,Beverages,4.04,6,Y,SUP011
SKU0466,Beverages Product 0466,Beverages,4.2,6,Y,SUP011
SKU0467,Beverages Product 0467,Beverages,2.55,8,Y,SUP059
SKU0468,Personal Care Product 0468,Personal Care,8.62,24,Y,SUP014
SKU0469,Ambient Food Product 0469,Ambient Food,7.0,12,Y,SUP033
SKU0470,Frozen Product 0470,Frozen,5.55,6,Y,SUP013
SKU0471,Chilled Product 0471,Chilled,1.08,6,Y,SUP008
SKU0472,Frozen Product 0472,Frozen,3.28,8,Y,SUP001
SKU0473,Ambient Food Product 0473,Ambient Food,15.31,24,Y,SUP001
SKU0474,Ambient Food Product 0474,Ambient Food,4.8,10,Y,SUP029
SKU0475,Chilled Product 0475,Chilled,9.34,12,Y,SUP027
SKU0476,Chilled Product 0476,Chilled,2.99,24,Y,SUP003
SKU0477,Frozen Product 0477,Frozen,18.82,6,Y,SUP021
SKU0478,Beverages Product 0478,Beverages,6.73,12,Y,SUP017
SKU0479,Beverages Product 0479,Beverages,8.92,24,Y,SUP035
SKU0480,Frozen Product 0480,Frozen,33.51,10,Y,SUP060
SKU0481,Chilled Product 0481,Chilled,19.8,1,Y,SUP042
SKU0482,Ambient Food Product 0482,Ambient Food,6.05,24,Y,SUP056
SKU0483,Beverages Product 0483,Beverages,5.02,24,Y,SUP012
SKU0484,Chilled Product 0484,Chilled,5.98,12,Y,SUP013
SKU0485,Ambient Food Product 0485,Ambient Food,10.29,12,Y,SUP046
SKU0486,Frozen Product 0486,Frozen,6.9,6,Y,SUP019
SKU0487,Frozen Product 0487,Frozen,5.71,24,Y,SUP051
SKU0488,Ambient Food Product 0488,Ambient Food,19.18,12,Y,SUP028
SKU0489,Beverages Product 0489,Beverages,6.86,1,Y,SUP013
SKU0490,Beverages Product 0490,Beverages,32.94,12,Y,SUP051
SKU0491,Beverages Product 0491,Beverages,7.84,24,Y,SUP034
SKU0492,Beverages Product 0492,Beverages,23.58,24,Y,SUP049
SKU0493,Beverages Product 0493,Beverages,9.32,8,Y,SUP028
SKU0494,Chilled Product 0494,Chilled,13.82,1,Y,SUP008
SKU0495,Household Product 0495,Household,4.61,24,Y,SUP041
SKU0496,Beverages Product 0496,Beverages,4.24,24,Y,SUP008
SKU0497,Frozen Product 0497,Frozen,9.96,12,Y,SUP040
SKU0498,Beverages Product 0498,Beverages,14.05,12,Y,SUP026
SKU0499,Chilled Product 0499,Chilled,7.58,10,Y,SUP048
SKU0500,Frozen Product 0500,Frozen,3.2,10,Y,SUP053
SKU0501,Household Product 0501,Household,3.05,6,N,SUP025
SKU0502,Personal Care Product 0502,Personal Care,2.92,6,N,SUP053
SKU0503,Personal Care Product 0503,Personal Care,2.34,6,Y,SUP007
SKU0504,Frozen Product 0504,Frozen,7.93,24,Y,SUP007
SKU0505,Frozen Product 0505,Frozen,15.35,6,Y,SUP060
SKU0506,Household Product 0506,Household,7.32,6,Y,SUP035
SKU0507,Chilled Product 0507,Chilled,1.7,12,Y,SUP028
SKU0508,Household Product 0508,Household,6.53,6,Y,SUP010
SKU0509,Frozen Product 0509,Frozen,6.65,6,Y,SUP018
SKU0510,Ambient Food Product 0510,Ambient Food,28.86,12,Y,SUP042
SKU0511,Ambient Food Product 0511,Ambient Food,2.87,8,Y,SUP050
SKU0512,Household Product 0512,Household,5.73,12,Y,SUP055
SKU0513,Ambient Food Product 0513,Ambient Food,22.39,24,Y,SUP025
SKU0514,Chilled Product 0514,Chilled,9.9,6,Y,SUP028
SKU0515,Chilled Product 0515,Chilled,10.66,24,Y,SUP010
SKU0516,Ambient Food Product 0516,Ambient Food,7.96,24,Y,SUP005
SKU0517,Chilled Product 0517,Chilled,9.16,24,Y,SUP027
SKU0518,Household Product 0518,Household,12.25,12,Y,SUP035
SKU0519,Ambient Food Product 0519,Ambient Food,4.37,12,Y,SUP007
SKU0520,Household Product 0520,Household,13.08,12,Y,SUP025
SKU0521,Household Product 0521,Household,3.03,12,Y,SUP039
SKU0522,Chilled Product 0522,Chilled,9.15,1,Y,SUP049
SKU0523,Ambient Food Product 0523,Ambient Food,8.3,24,Y,SUP057
SKU0524,Beverages Product 0524,Beverages,4.95,12,Y,SUP021
SKU0525,Ambient Food Product 0525,Ambient Food,7.28,12,Y,SUP024
SKU0526,Chilled Product 0526,Chilled,4.93,8,Y,SUP053
SKU0527,Personal Care Product 0527,Personal Care,3.68,1,Y,SUP042
SKU0528,Personal Care Product 0528,Personal Care,5.87,12,Y,SUP017
SKU0529,Household Product 0529,Household,3.61,12,Y,SUP042
SKU0530,Chilled Product 0530,Chilled,9.11,10,Y,SUP010
SKU0531,Beverages Product 0531,Beverages,3.5,8,Y,SUP027
SKU0532,Beverages Product 0532,Beverages,11.74,6,Y,SUP019
SKU0533,Chilled Product 0533,Chilled,3.43,12,Y,SUP060
SKU0534,Beverages Product 0534,Beverages,5.11,8,Y,SUP003
SKU0535,Ambient Food Product 0535,Ambient Food,4.92,24,Y,SUP052
SKU0536,Ambient Food Product 0536,Ambient Food,17.49,6,N,SUP017
SKU0537,Frozen Product 0537,Frozen,9.16,8,Y,SUP003
SKU0538,Ambient Food Product 0538,Ambient Food,6.44,8,Y,SUP040
SKU0539,Ambient Food Product 0539,Ambient Food,10.22,12,Y,SUP041
SKU0540,Household Product 0540,Household,1.88,12,Y,SUP009
SKU0541,Personal Care Product 0541,Personal Care,7.18,12,Y,SUP003
SKU0542,Beverages Product 0542,Beverages,27.07,24,Y,SUP007
SKU0543,Household Product 0543,Household,8.05,8,Y,SUP025
SKU0544,Personal Care Product 0544,Personal Care,7.72,12,Y,SUP008
SKU0545,Ambient Food Product 0545,Ambient Food,10.55,1,Y,SUP043
SKU0546,Frozen Product 0546,Frozen,13.23,8,Y,SUP005
SKU0547,Chilled Product 0547,Chilled,2.02,10,Y,SUP048
SKU0548,Ambient Food Product 0548,Ambient Food,2.48,1,Y,SUP053
SKU0549,Household Product 0549,Household,8.47,12,Y,SUP044
SKU0550,Frozen Product 0550,Frozen,4.64,12,Y,SUP057
SKU0551,Frozen Product 0551,Frozen,17.34,12,Y,SUP057
SKU0552,Ambient Food Product 0552,Ambient Food,6.02,12,Y,SUP003
SKU0553,Ambient Food Product 0553,Ambient Food,2.1,12,N,SUP021
SKU0554,Personal Care Product 0554,Personal Care,3.24,10,Y,SUP046
SKU0555,Ambient Food Product 0555,Ambient Food,1.24,1,Y,SUP021
SKU0556,Ambient Food Product 0556,Ambient Food,6.35,6,Y,SUP045
SKU0557,Chilled Product 0557,Chilled,6.54,12,Y,SUP047
SKU0558,Frozen Product 0558,Frozen,5.61,24,Y,SUP060
SKU0559,Beverages Product 0559,Beverages,14.9,1,Y,SUP020
SKU0560,Frozen Product 0560,Frozen,16.1,12,Y,SUP021
SKU0561,Ambient Food Product 0561,Ambient Food,6.61,12,Y,SUP002
SKU0562,Ambient Food Product 0562,Ambient Food,1.84,24,Y,SUP018
SKU0563,Household Product 0563,Household,11.04,12,Y,SUP017
SKU0564,Beverages Product 0564,Beverages,10.6,12,Y,SUP028
SKU0565,Beverages Product 0565,Beverages,9.03,12,Y,SUP026
SKU0566,Beverages Product 0566,Beverages,13.98,24,Y,SUP052
SKU0567,Household Product 0567,Household,3.47,6,Y,SUP047
SKU0568,Ambient Food Product 0568,Ambient Food,27.27,24,Y,SUP044
SKU0569,Chilled Product 0569,Chilled,3.96,1,Y,SUP001
SKU0570,Beverages Product 0570,Beverages,12.03,24,Y,SUP029
SKU0571,Chilled Product 0571,Chilled,2.47,1,Y,SUP044
SKU0572,Household Product 0572,Household,4.04,6,Y,SUP015
SKU0573,Frozen Product 0573,Frozen,19.8,1,Y,SUP026
SKU0574,Household Product 0574,Household,6.24,10,Y,SUP044
SKU0575,Household Product 0575,Household,12.76,8,Y,SUP048
SKU0576,Frozen Product 0576,Frozen,8.62,6,Y,SUP052
SKU0577,Personal Care Product 0577,Personal Care,6.9,10,Y,SUP026
SKU0578,Beverages Product 0578,Beverages,17.93,10,Y,SUP024
SKU0579,Household Product 0579,Household,6.34,12,Y,SUP023
SKU0580,Chilled Product 0580,Chilled,2.32,24,Y,SUP041
SKU0581,Frozen Product 0581,Frozen,4.38,12,Y,SUP026
SKU0582,Beverages Product 0582,Beverages,10.57,6,Y,SUP025
SKU0583,Ambient Food Product 0583,Ambient Food,9.56,8,Y,SUP011
SKU0584,Chilled Product 0584,Chilled,2.67,24,N,SUP029
SKU0585,Personal Care Product 0585,Personal Care,4.61,6,Y,SUP015
SKU0586,Beverages Product 0586,Beverages,5.06,10,Y,SUP032
SKU0587,Ambient Food Product 0587,Ambient Food,5.83,24,Y,SUP054
SKU0588,Chilled Product 0588,Chilled,3.02,24,Y,SUP047
SKU0589,Ambient Food Product 0589,Ambient Food,4.91,10,Y,SUP029
SKU0590,Ambient Food Product 0590,Ambient Food,4.6,12,Y,SUP059
SKU0591,Personal Care Product 0591,Personal Care,12.2,10,Y,SUP059
SKU0592,Frozen Product 0592,Frozen,12.5,12,Y,SUP027
SKU0593,Chilled Product 0593,Chilled,6.72,1,Y,SUP046
SKU0594,Beverages Product 0594,Beverages,5.73,6,Y,SUP021
SKU0595,Ambient Food Product 0595,Ambient Food,8.09,12,Y,SUP053
SKU0596,Chilled Product 0596,Chilled,4.35,6,Y,SUP023
SKU0597,Beverages Product 0597,Beverages,3.51,12,Y,SUP016
SKU0598,Beverages Product 0598,Beverages,4.01,8,Y,SUP009
SKU0599,Personal Care Product 0599,Personal Care,4.89,24,Y,SUP051
SKU0600,Beverages Product 0600,Beverages,3.47,24,Y,SUP018
SKU0601,Frozen Product 0601,Frozen,8.21,12,Y,SUP049
SKU0602,Household Product 0602,Household,11.87,12,Y,SUP006
SKU0603,Personal Care Product 0603,Personal Care,2.63,8,Y,SUP031
SKU0604,Household Product 0604,Household,7.51,12,Y,SUP026
SKU0605,Personal Care Product 0605,Personal Care,6.4,6,Y,SUP027
SKU0606,Household Product 0606,Household,9.23,24,Y,SUP011
SKU0607,Household Product 0607,Household,7.33,24,Y,SUP005
SKU0608,Ambient Food Product 0608,Ambient Food,2.87,24,Y,SUP021
SKU0609,Household Product 0609,Household,3.25,24,Y,SUP029
SKU0610,Frozen Product 0610,Frozen,7.53,24,Y,SUP048
SKU0611,Beverages Product 0611,Beverages,14.42,6,Y,SUP028
SKU0612,Beverages Product 0612,Beverages,1.75,24,Y,SUP015
SKU0613,Personal Care Product 0613,Personal Care,9.25,12,Y,SUP016
SKU0614,Personal Care Product 0614,Personal Care,16.01,10,Y,SUP037
SKU0615,Chilled Product 0615,Chilled,6.69,12,Y,SUP027
SKU0616,Household Product 0616,Household,10.57,8,Y,SUP055
SKU0617,Household Product 0617,Household,4.68,8,Y,SUP027
SKU0618,Chilled Product 0618,Chilled,6.84,6,Y,SUP035
SKU0619,Ambient Food Product 0619,Ambient Food,2.58,6,Y,SUP004
SKU0620,Ambient Food Product 0620,Ambient Food,1.61,12,N,SUP012
SKU0621,Household Product 0621,Household,13.64,24,Y,SUP052
SKU0622,Frozen Product 0622,Frozen,3.9,12,Y,SUP021
SKU0623,Personal Care Product 0623,Personal Care,5.5,12,Y,SUP026
SKU0624,Frozen Product 0624,Frozen,3.0,10,Y,SUP036
SKU0625,Personal Care Product 0625,Personal Care,2.96,10,Y,SUP004
SKU0626,Frozen Product 0626,Frozen,6.6,6,Y,SUP031
SKU0627,Household Product 0627,Household,4.6,24,Y,UNKNOWN
SKU0628,Ambient Food Product 0628,Ambient Food,9.45,6,Y,SUP009
SKU0629,Beverages Product 0629,Beverages,9.92,12,Y,SUP026
SKU0630,Household Product 0630,Household,9.1,12,Y,SUP027
SKU0631,Personal Care Product 0631,Personal Care,8.63,12,Y,SUP012
SKU0632,Household Product 0632,Household,20.61,24,Y,SUP033
SKU0633,Ambient Food Product 0633,Ambient Food,3.69,8,Y,SUP045
SKU0634,Chilled Product 0634,Chilled,7.13,24,Y,SUP017
SKU0635,Ambient Food Product 0635,Ambient Food,15.43,12,Y,SUP058
SKU0636,Ambient Food Product 0636,Ambient Food,16.81,12,Y,SUP037
SKU0637,Beverages Product 0637,Beverages,2.93,12,Y,SUP047
SKU0638,Household Product 0638,Household,6.03,24,Y,SUP005
SKU0639,Household Product 0639,Household,17.86,24,Y,SUP047
SKU0640,Household Product 0640,Household,10.28,10,Y,SUP021
SKU0641,Household Product 0641,Household,8.39,24,Y,SUP043
SKU0642,Household Product 0642,Household,6.41,12,Y,SUP049
SKU0643,Ambient Food Product 0643,Ambient Food,5.76,10,Y,SUP016
SKU0644,Ambient Food Product 0644,Ambient Food,8.91,24,Y,SUP016
SKU0645,Beverages Product 0645,Beverages,6.27,10,Y,SUP004
SKU0646,Household Product 0646,Household,7.19,12,Y,SUP037
SKU0647,Ambient Food Product 0647,Ambient Food,7.78,6,Y,SUP047
SKU0648,Frozen Product 0648,Frozen,4.76,6,Y,SUP025
SKU0649,Beverages Product 0649,Beverages,10.44,24,Y,SUP010
SKU0650,Ambient Food Product 0650,Ambient Food,49.12,10,Y,SUP019
SKU0651,Chilled Product 0651,Chilled,2.33,10,Y,SUP025
SKU0652,Personal Care Product 0652,Personal Care,9.12,6,Y,SUP055
SKU0653,Beverages Product 0653,Beverages,4.51,12,Y,SUP008
SKU0654,Ambient Food Product 0654,Ambient Food,10.75,24,Y,SUP021
SKU0655,Household Product 0655,Household,7.62,24,Y,SUP039
SKU0656,Chilled Product 0656,Chilled,12.12,1,Y,SUP015
SKU0657,Household Product 0657,Household,15.86,12,Y,SUP054
SKU0658,Chilled Product 0658,Chilled,8.37,10,Y,SUP055
SKU0659,Beverages Product 0659,Beverages,15.42,12,Y,SUP023
SKU0660,Chilled Product 0660,Chilled,1.61,10,Y,SUP045
SKU0661,Chilled Product 0661,Chilled,20.78,10,Y,SUP046
SKU0662,Personal Care Product 0662,Personal Care,9.43,10,Y,SUP041
SKU0663,Ambient Food Product 0663,Ambient Food,14.89,12,Y,SUP012
SKU0664,Ambient Food Product 0664,Ambient Food,3.34,12,Y,SUP003
SKU0665,Chilled Product 0665,Chilled,4.31,10,Y,SUP021
SKU0666,Household Product 0666,Household,8.12,24,Y,SUP008
SKU0667,Household Product 0667,Household,7.31,12,Y,UNKNOWN
SKU0668,Personal Care Product 0668,Personal Care,8.88,8,Y,SUP039
SKU0669,Chilled Product 0669,Chilled,14.95,24,Y,SUP036
SKU0670,Chilled Product 0670,Chilled,2.35,24,Y,SUP013
SKU0671,Ambient Food Product 0671,Ambient Food,13.92,6,Y,SUP002
SKU0672,Beverages Product 0672,Beverages,7.43,12,Y,SUP014
SKU0673,Personal Care Product 0673,Personal Care,6.47,8,Y,SUP028
SKU0674,Beverages Product 0674,Beverages,2.84,12,Y,SUP047
SKU0675,Beverages Product 0675,Beverages,10.25,6,Y,SUP022
SKU0676,Chilled Product 0676,Chilled,1.54,12,Y,SUP018
SKU0677,Personal Care Product 0677,Personal Care,11.26,6,Y,SUP034
SKU0678,Frozen Product 0678,Frozen,2.8,12,Y,SUP005
SKU0679,Ambient Food Product 0679,Ambient Food,7.65,24,Y,SUP014
SKU0680,Chilled Product 0680,Chilled,6.84,10,Y,SUP003
SKU0681,Ambient Food Product 0681,Ambient Food,15.8,24,Y,SUP032
SKU0682,Ambient Food Product 0682,Ambient Food,6.58,24,Y,SUP027
SKU0683,Ambient Food Product 0683,Ambient Food,4.71,24,Y,SUP035
SKU0684,Frozen Product 0684,Frozen,5.32,6,Y,SUP038
SKU0685,Beverages Product 0685,Beverages,16.9,24,Y,SUP024
SKU0686,Chilled Product 0686,Chilled,10.47,1,Y,SUP053
SKU0687,Frozen Product 0687,Frozen,5.75,10,Y,SUP056
SKU0688,Personal Care Product 0688,Personal Care,6.34,24,Y,SUP007
SKU0689,Household Product 0689,Household,2.67,12,Y,SUP056
SKU0690,Beverages Product 0690,Beverages,9.51,12,Y,SUP012
SKU0691,Chilled Product 0691,Chilled,2.35,10,Y,SUP015
SKU0692,Personal Care Product 0692,Personal Care,12.05,24,Y,SUP032
SKU0693,Ambient Food Product 0693,Ambient Food,8.03,12,Y,SUP002
SKU0694,Chilled Product 0694,Chilled,34.87,10,Y,SUP022
SKU0695,Personal Care Product 0695,Personal Care,3.61,24,Y,SUP012
SKU0696,Frozen Product 0696,Frozen,6.91,6,Y,SUP029
SKU0697,Household Product 0697,Household,23.78,6,Y,SUP049
SKU0698,Beverages Product 0698,Beverages,16.03,12,Y,SUP056
SKU0699,Beverages Product 0699,Beverages,4.7,24,Y,SUP013
SKU0700,Chilled Product 0700,Chilled,8.55,6,Y,SUP033
SKU0701,Ambient Food Product 0701,Ambient Food,7.4,6,N,SUP029
SKU0702,Chilled Product 0702,Chilled,8.88,6,Y,SUP025
SKU0703,Ambient Food Product 0703,Ambient Food,4.69,24,Y,SUP038
SKU0704,Household Product 0704,Household,6.97,6,Y,SUP060
SKU0705,Chilled Product 0705,Chilled,2.62,12,Y,SUP025
SKU0706,Beverages Product 0706,Beverages,8.07,24,Y,SUP004
SKU0707,Household Product 0707,Household,9.9,1,Y,SUP055
SKU0708,Household Product 0708,Household,6.37,12,Y,SUP056
SKU0709,Frozen Product 0709,Frozen,2.59,12,Y,SUP020
SKU0710,Frozen Product 0710,Frozen,14.05,24,Y,SUP031
SKU0711,Personal Care Product 0711,Personal Care,9.36,8,Y,SUP052
SKU0712,Beverages Product 0712,Beverages,4.61,10,Y,SUP031
SKU0713,Household Product 0713,Household,6.16,6,Y,SUP029
SKU0714,Personal Care Product 0714,Personal Care,2.79,12,Y,SUP056
SKU0715,Household Product 0715,Household,3.79,12,Y,SUP050
SKU0716,Ambient Food Product 0716,Ambient Food,5.21,6,Y,SUP031
SKU0717,Beverages Product 0717,Beverages,16.42,10,Y,SUP010
SKU0718,Ambient Food Product 0718,Ambient Food,4.88,24,Y,SUP027
SKU0719,Beverages Product 0719,Beverages,11.2,1,Y,SUP041
SKU0720,Personal Care Product 0720,Personal Care,5.21,8,Y,SUP017
SKU0721,Frozen Product 0721,Frozen,8.68,12,Y,SUP033
SKU0722,Frozen Product 0722,Frozen,6.74,8,Y,SUP040
SKU0723,Ambient Food Product 0723,Ambient Food,13.03,8,Y,SUP006
SKU0724,Personal Care Product 0724,Personal Care,5.22,10,N,SUP035
SKU0725,Ambient Food Product 0725,Ambient Food,2.66,6,Y,SUP045
SKU0726,Ambient Food Product 0726,Ambient Food,3.01,12,Y,SUP013
SKU0727,Ambient Food Product 0727,Ambient Food,5.23,12,Y,SUP033
SKU0728,Ambient Food Product 0728,Ambient Food,3.28,12,Y,SUP043
SKU0729,Frozen Product 0729,Frozen,9.65,6,Y,SUP003
SKU0730,Frozen Product 0730,Frozen,5.46,24,Y,SUP039
SKU0731,Chilled Product 0731,Chilled,34.59,6,Y,SUP016
SKU0732,Ambient Food Product 0732,Ambient Food,2.39,12,Y,SUP024
SKU0733,Ambient Food Product 0733,Ambient Food,8.43,8,Y,SUP039
SKU0734,Chilled Product 0734,Chilled,3.55,12,Y,SUP001
SKU0735,Ambient Food Product 0735,Ambient Food,5.36,6,Y,SUP002
SKU0736,Beverages Product 0736,Beverages,8.1,6,Y,SUP027
SKU0737,Ambient Food Product 0737,Ambient Food,1.63,12,Y,SUP057
SKU0738,Chilled Product 0738,Chilled,8.62,1,Y,SUP001
SKU0739,Chilled Product 0739,Chilled,25.45,6,Y,SUP048
SKU0740,Frozen Product 0740,Frozen,5.5,12,Y,SUP005
SKU0741,Ambient Food Product 0741,Ambient Food,8.75,24,Y,SUP030
SKU0742,Ambient Food Product 0742,Ambient Food,14.39,6,Y,SUP026
SKU0743,Household Product 0743,Household,6.64,24,Y,SUP029
SKU0744,Ambient Food Product 0744,Ambient Food,5.07,12,Y,SUP005
SKU0745,Frozen Product 0745,Frozen,1.68,24,Y,SUP046
SKU0746,Frozen Product 0746,Frozen,11.21,12,Y,SUP017
SKU0747,Chilled Product 0747,Chilled,6.87,12,Y,SUP047
SKU0748,Frozen Product 0748,Frozen,3.83,12,Y,SUP040
SKU0749,Household Product 0749,Household,8.02,12,N,SUP034
SKU0750,Household Product 0750,Household,5.06,24,Y,SUP019
SKU0751,Chilled Product 0751,Chilled,5.24,6,Y,SUP040
SKU0752,Chilled Product 0752,Chilled,10.96,8,Y,SUP060
SKU0753,Ambient Food Product 0753,Ambient Food,3.1,1,Y,SUP056
SKU0754,Frozen Product 0754,Frozen,14.6,24,Y,SUP055
SKU0755,Beverages Product 0755,Beverages,2.98,10,Y,SUP014
SKU0756,Ambient Food Product 0756,Ambient Food,4.8,12,Y,SUP036
SKU0757,Chilled Product 0757,Chilled,25.79,24,Y,UNKNOWN
SKU0758,Personal Care Product 0758,Personal Care,15.38,24,Y,SUP059
SKU0759,Ambient Food Product 0759,Ambient Food,7.87,6,Y,SUP058
SKU0760,Frozen Product 0760,Frozen,4.01,12,Y,SUP053
SKU0761,Household Product 0761,Household,5.24,24,Y,SUP010
SKU0762,Ambient Food Product 0762,Ambient Food,7.75,1,Y,SUP020
SKU0763,Ambient Food Product 0763,Ambient Food,7.57,12,Y,SUP043
SKU0764,Ambient Food Product 0764,Ambient Food,6.97,8,Y,SUP045
SKU0765,Personal Care Product 0765,Personal Care,7.24,12,Y,SUP022
SKU0766,Ambient Food Product 0766,Ambient Food,6.43,12,Y,SUP009
SKU0767,Ambient Food Product 0767,Ambient Food,2.89,6,Y,SUP009
SKU0768,Ambient Food Product 0768,Ambient Food,5.28,6,Y,SUP042
SKU0769,Ambient Food Product 0769,Ambient Food,13.39,6,Y,SUP028
SKU0770,Beverages Product 0770,Beverages,3.04,6,Y,SUP030
SKU0771,Ambient Food Product 0771,Ambient Food,6.53,12,Y,SUP049
SKU0772,Beverages Product 0772,Beverages,4.34,8,Y,SUP002
SKU0773,Beverages Product 0773,Beverages,7.94,6,Y,SUP046
SKU0774,Household Product 0774,Household,5.74,12,Y,SUP017
SKU0775,Ambient Food Product 0775,Ambient Food,19.3,12,Y,SUP056
SKU0776,Household Product 0776,Household,10.27,12,Y,SUP058
SKU0777,Beverages Product 0777,Beverages,3.15,24,Y,SUP031
SKU0778,Ambient Food Product 0778,Ambient Food,11.43,10,Y,SUP019
SKU0779,Household Product 0779,Household,4.47,24,Y,SUP014
SKU0780,Household Product 0780,Household,5.08,1,Y,SUP011
SKU0781,Chilled Product 0781,Chilled,9.06,12,Y,SUP060
SKU0782,Personal Care Product 0782,Personal Care,5.37,24,Y,SUP012
SKU0783,Frozen Product 0783,Frozen,13.2,24,Y,SUP027
