product_id,warehouse_id,safety_stock_days,reorder_point_units,target_stock_units
SKU0867,WH01,7,212,407
SKU0868,WH01,10,95,164
SKU0869,WH01,7,106,203
SKU0870,WH01,7,22,41
SKU0871,WH01,7,92,176
SKU0872,WH01,10,156,270
SKU0873,WH01,5,120,252
SKU0874,WH01,7,174,333
SKU0875,WH01,5,129,269
SKU0876,WH01,7,98,187
SKU0877,WH01,10,200,346
SKU0878,WH01,7,304,583
SKU0879,WH01,7,114,217
SKU0880,WH01,10,206,356
SKU0881,WH01,10,131,227
SKU0882,WH01,7,69,133
SKU0883,WH01,14,313,494
SKU0884,WH01,7,75,144
SKU0885,WH01,10,219,379
SKU0886,WH01,5,106,222
SKU0887,WH01,5,79,165
SKU0888,WH01,7,92,176
SKU0889,WH01,5,66,137
SKU0890,WH01,7,29,54
SKU0891,WH01,5,146,305
SKU0892,WH01,7,152,292
SKU0893,WH01,5,221,464
SKU0894,WH01,5,64,134
SKU0895,WH01,14,1076,1699
SKU0896,WH01,10,110,190
SKU0897,WH01,14,89,141
SKU0898,WH01,7,51,97
SKU0899,WH01,3,18,42
SKU0900,WH01,7,491,940
SKU0901,WH01,7,424,813
SKU0902,WH01,3,142,336
SKU0903,WH01,10,69,120
SKU0904,WH01,7,630,1208
SKU0905,WH01,10,113,195
SKU0906,WH01,7,97,186
SKU0907,WH01,7,450,863
SKU0908,WH01,5,187,391
SKU0909,WH01,14,1417,2237
SKU0910,WH01,7,155,296
SKU0911,WH01,5,72,152
SKU0912,WH01,3,48,113
SKU0913,WH01,7,24,45
SKU0914,WH01,14,153,241
SKU0915,WH01,10,433,749
SKU0916,WH01,10,265,459
SKU0917,WH01,14,199,315
SKU0918,WH01,10,63,110
SKU0919,WH01,7,152,291
SKU0920,WH01,7,307,589
SKU0921,WH01,3,122,288
SKU0922,WH01,5,120,251
SKU0923,WH01,7,61,116
SKU0924,WH01,5,225,472
SKU0925,WH01,14,12,19
SKU0926,WH01,14,276,436
SKU0927,WH01,7,1247,2391
SKU0928,WH01,10,40,69
SKU0929,WH01,7,100,191
SKU0930,WH01,5,103,215
SKU0931,WH01,7,82,156
SKU0932,WH01,5,262,549
SKU0933,WH01,7,189,362
SKU0934,WH01,5,118,248
SKU0935,WH01,5,211,443
SKU0936,WH01,5,105,220
SKU0937,WH01,14,3418,5396
SKU0938,WH01,5,118,248
SKU0939,WH01,7,148,282
SKU0940,WH01,7,27,51
SKU0941,WH01,7,76,145
SKU0942,WH01,7,347,665
SKU0943,WH01,3,25,59
SKU0944,WH01,7,18,34
SKU0945,WH01,7,128,244
SKU0946,WH01,10,530,918
SKU0947,WH01,7,129,246
SKU0948,WH01,7,92,175
SKU0949,WH01,7,24,45
SKU0950,WH01,5,155,325
SKU0951,WH01,7,224,429
SKU0952,WH01,3,17,40
SKU0953,WH01,7,343,657
SKU0954,WH01,10,308,533
SKU0955,WH01,5,285,599
SKU0956,WH01,3,140,331
SKU0957,WH01,10,278,482
SKU0958,WH01,7,198,378
SKU0959,WH01,10,337,585
SKU0960,WH01,14,39,61
SKU0961,WH01,14,51,80
SKU0962,WH01,7,64,122
SKU0963,WH01,5,92,193
SKU0964,WH01,7,175,336
SKU0965,WH01,7,166,317
SKU0966,WH01,7,338,647
SKU0967,WH01,7,347,665
SKU0968,WH01,3,38,90
SKU0969,WH01,5,128,268
SKU0970,WH01,5,48,101
SKU0971,WH01,5,87,183
SKU0972,WH01,14,261,413
SKU0973,WH01,3,4,10
SKU0974,WH01,7,1081,2072
SKU0975,WH01,14,326,514
SKU0976,WH01,7,73,139
SKU0977,WH01,7,700,1340
SKU0978,WH01,10,113,196
SKU0979,WH01,7,139,267
SKU0980,WH01,7,80,153
SKU0981,WH01,10,683,1183
SKU0982,WH01,10,141,244
SKU0983,WH01,10,177,306
SKU0984,WH01,14,578,912
SKU0985,WH01,7,209,401
SKU0986,WH01,10,147,255
SKU0987,WH01,7,336,643
SKU0988,WH01,10,1515,2626
SKU0989,WH01,10,206,356
SKU0990,WH01,10,172,297
SKU0991,WH01,10,180,312
SKU0992,WH01,7,402,770
SKU0993,WH01,10,90,156
SKU0994,WH01,5,81,169
SKU0995,WH01,7,31,60
SKU0996,WH01,10,54,93
SKU0997,WH01,10,97,168
SKU0998,WH01,7,118,225
SKU0999,WH01,7,607,1163
SKU1000,WH01,7,200,384
SKU0001,WH02,5,85,177
SKU0002,WH02,14,941,1486
SKU0003,WH02,7,169,323
SKU0004,WH02,14,34,53
SKU0005,WH02,5,6,11
SKU0006,WH02,10,242,419
SKU0007,WH02,7,92,176
SKU0008,WH02,10,349,605
SKU0009,WH02,7,46,87
SKU0010,WH02,10,172,297
SKU0011,WH02,14,339,535
SKU0012,WH02,7,67,128
SKU0013,WH02,3,46,108
SKU0014,WH02,5,86,179
SKU0015,WH02,10,204,353
SKU0016,WH02,7,99,189
SKU0017,WH02,7,240,460
SKU0018,WH02,7,66,127
SKU0019,WH02,7,31,58
SKU0020,WH02,10,740,1283
SKU0021,WH02,10,73,126
SKU0022,WH02,10,75,130
SKU0023,WH02,10,118,204
SKU0024,WH02,10,133,230
SKU0025,WH02,7,71,136
SKU0026,WH02,14,156,246
SKU0027,WH02,5,81,169
SKU0028,WH02,7,117,225
SKU0029,WH02,10,15,26
SKU0030,WH02,7,543,1041
SKU0031,WH02,5,73,154
SKU0032,WH02,7,169,323
SKU0033,WH02,7,29,56
SKU0034,WH02,14,104,164
SKU0035,WH02,7,55,105
SKU0036,WH02,5,313,657
SKU0037,WH02,7,59,113
SKU0038,WH02,7,198,379
SKU0039,WH02,5,125,98
SKU0040,WH02,7,67,128
SKU0041,WH02,7,81,154
SKU0042,WH02,5,265,556
SKU0043,WH02,7,19,35
SKU0044,WH02,7,31,59
SKU0045,WH02,10,22,38
SKU0046,WH02,7,38,72
SKU0047,WH02,5,41,85
SKU0048,WH02,14,37,59
SKU0049,WH02,7,52,99
SKU0050,WH02,3,11,26
SKU0051,WH02,10,50,87
SKU0052,WH02,5,246,515
SKU0053,WH02,10,180,312
SKU0054,WH02,10,148,257
SKU0055,WH02,14,65,102
SKU0056,WH02,14,40,63
SKU0057,WH02,5,30,63
SKU0058,WH02,10,121,209
SKU0059,WH02,7,219,419
SKU0060,WH02,7,226,432
SKU0061,WH02,7,177,338
SKU0062,WH02,3,35,82
SKU0063,WH02,3,69,162
SKU0064,WH02,3,50,119
SKU0065,WH02,5,70,146
SKU0066,WH02,5,521,1094
SKU0067,WH02,14,33,52
SKU0068,WH02,7,81,155
SKU0069,WH02,10,372,645
SKU0070,WH02,10,34,58
SKU0071,WH02,10,70,122
SKU0072,WH02,7,63,119
SKU0073,WH02,10,103,178
SKU0074,WH02,10,30,52
SKU0075,WH02,10,214,370
SKU0076,WH02,14,289,455
SKU0077,WH02,7,158,303
SKU0078,WH02,7,46,88
SKU0079,WH02,10,135,234
SKU0080,WH02,7,45,86
SKU0081,WH02,10,93,161
SKU0082,WH02,3,463,1099
SKU0083,WH02,3,73,173
SKU0084,WH02,7,35,66
SKU0085,WH02,3,79,187
SKU0086,WH02,14,47,74
SKU0087,WH02,3,23,54
SKU0088,WH02,10,49,85
SKU0089,WH02,5,56,118
SKU0090,WH02,14,368,581
SKU0091,WH02,7,169,323
SKU0092,WH02,3,107,254
SKU0093,WH02,3,25,59
SKU0094,WH02,7,62,118
SKU0095,WH02,14,203,319
SKU0096,WH02,14,90,142
SKU0097,WH02,7,78,150
SKU0098,WH02,7,149,285
SKU0099,WH02,5,61,128
SKU0100,WH02,7,123,235
SKU0101,WH02,7,419,803
SKU0102,WH02,5,72,150
SKU0103,WH02,7,289,554
SKU0104,WH02,10,207,359
SKU0105,WH02,3,18,43
SKU0106,WH02,5,31,65
SKU0107,WH02,5,40,83
SKU0108,WH02,5,39,81
SKU0109,WH02,5,77,162
SKU0110,WH02,7,174,333
SKU0111,WH02,5,258,541
SKU0112,WH02,10,165,286
SKU0113,WH02,10,84,145
SKU0114,WH02,14,25,39
SKU0115,WH02,10,134,231
SKU0116,WH02,5,86,179
SKU0117,WH02,5,99,207
SKU0118,WH02,5,555,1164
SKU0119,WH02,14,484,763
SKU0120,WH02,14,321,507
SKU0121,WH02,7,43,81
SKU0122,WH02,7,63,121
SKU0123,WH02,7,92,176
SKU0124,WH02,5,42,87
SKU0125,WH02,14,249,392
SKU0126,WH02,5,115,242
SKU0127,WH02,7,38,72
SKU0128,WH02,7,294,563
SKU0129,WH02,5,92,192
SKU0130,WH02,7,22,41
SKU0131,WH02,10,120,207
SKU0132,WH02,5,108,226
SKU0133,WH02,7,240,460
SKU0134,WH02,7,74,142
SKU0135,WH02,5,176,369
SKU0136,WH02,3,79,188
SKU0137,WH02,5,26,54
SKU0138,WH02,3,19,45
SKU0139,WH02,7,275,526
SKU0140,WH02,10,367,635
SKU0141,WH02,10,167,290
SKU0142,WH02,14,608,960
SKU0143,WH02,7,259,496
SKU0144,WH02,10,231,401
SKU0145,WH02,10,55,96
SKU0146,WH02,5,396,831
SKU0147,WH02,7,162,311
SKU0148,WH02,7,71,136
SKU0149,WH02,10,69,119
SKU0150,WH02,7,126,242
SKU0151,WH02,5,19,39
SKU0152,WH02,14,297,469
SKU0153,WH02,5,36,75
SKU0154,WH02,14,221,349
SKU0155,WH02,10,79,136
SKU0156,WH02,10,99,171
SKU0157,WH02,10,64,110
SKU0158,WH02,5,72,152
SKU0159,WH02,7,547,1049
SKU0160,WH02,10,435,753
SKU0161,WH02,10,172,298
SKU0162,WH02,5,82,171
SKU0163,WH02,5,178,374
SKU0164,WH02,7,277,530
SKU0165,WH02,7,48,91
SKU0166,WH02,7,94,179
SKU0167,WH02,10,25,42
SKU0168,WH02,10,344,595
SKU0169,WH02,10,801,1389
SKU0170,WH02,5,90,188
SKU0171,WH02,7,15,29
SKU0172,WH02,7,173,332
SKU0173,WH02,5,37,78
SKU0174,WH02,3,37,88
SKU0175,WH02,7,176,337
SKU0176,WH02,5,105,220
SKU0177,WH02,7,65,124
SKU0178,WH02,3,38,89
SKU0179,WH02,5,94,196
SKU0180,WH02,3,47,110
SKU0181,WH02,7,37,71
SKU0182,WH02,7,75,142
SKU0183,WH02,7,136,260
SKU0184,WH02,5,71,149
SKU0185,WH02,14,45,70
SKU0186,WH02,7,244,467
SKU0187,WH02,10,11,19
SKU0188,WH02,7,67,129
SKU0189,WH02,10,72,124
SKU0190,WH02,10,143,248
SKU0191,WH02,7,166,318
SKU0192,WH02,10,345,597
SKU0193,WH02,5,44,93
SKU0194,WH02,10,212,367
SKU0195,WH02,7,120,229
SKU0196,WH02,3,15,34
SKU0197,WH02,14,875,1382
SKU0198,WH02,10,35,60
SKU0199,WH02,5,122,255
SKU0200,WH02,14,225,355
SKU0201,WH02,7,129,246
SKU0202,WH02,7,65,123
SKU0203,WH02,10,263,456
SKU0204,WH02,7,25,48
SKU0205,WH02,7,95,181
SKU0206,WH02,10,76,131
SKU0207,WH02,5,46,96
SKU0208,WH02,7,147,282
SKU0209,WH02,7,264,505
SKU0210,WH02,10,92,159
SKU0211,WH02,5,169,353
SKU0212,WH02,5,88,183
SKU0213,WH02,10,56,97
SKU0214,WH02,5,66,139
SKU0215,WH02,7,77,147
SKU0216,WH02,10,67,116
SKU0217,WH02,10,184,319
SKU0218,WH02,5,103,216
SKU0219,WH02,10,30,52
SKU0220,WH02,10,29,49
SKU0221,WH02,7,147,281
SKU0222,WH02,10,60,104
SKU0223,WH02,10,164,285
SKU0224,WH02,7,202,387
SKU0225,WH02,7,32,61
SKU0226,WH02,10,36,61
SKU0227,WH02,14,714,1127
SKU0228,WH02,7,138,263
SKU0229,WH02,10,86,149
SKU0230,WH02,10,54,94
SKU0231,WH02,10,79,137
SKU0232,WH02,14,55,86
SKU0233,WH02,5,185,388
SKU0234,WH02,5,42,87
SKU0235,WH02,7,268,513
SKU0236,WH02,7,70,134
SKU0237,WH02,7,40,75
SKU0238,WH02,10,86,148
SKU0239,WH02,14,15,24
SKU0240,WH02,7,90,172
SKU0241,WH02,10,108,186
SKU0242,WH02,5,175,368
SKU0243,WH02,7,19,36
SKU0244,WH02,3,190,450
SKU0245,WH02,7,210,401
SKU0246,WH02,7,309,591
SKU0247,WH02,10,120,207
SKU0248,WH02,7,249,477
SKU0249,WH02,7,27,51
SKU0250,WH02,3,127,301
SKU0251,WH02,5,42,88
SKU0252,WH02,14,36,57
SKU0253,WH02,14,58,91
SKU0254,WH02,7,101,193
SKU0255,WH02,5,40,84
SKU0256,WH02,7,141,269
SKU0257,WH02,10,25,43
SKU0258,WH02,7,15,29
SKU0259,WH02,3,229,544
SKU0260,WH02,7,226,432
SKU0261,WH02,5,33,68
SKU0262,WH02,7,100,191
SKU0263,WH02,5,209,438
SKU0264,WH02,10,183,316
SKU0265,WH02,7,115,219
SKU0266,WH02,5,224,469
SKU0267,WH02,7,52,100
SKU0268,WH02,7,103,197
SKU0269,WH02,10,123,213
SKU0270,WH02,14,124,196
SKU0271,WH02,5,59,124
SKU0272,WH02,10,134,232
SKU0273,WH02,10,129,224
SKU0274,WH02,10,49,85
SKU0275,WH02,7,206,394
SKU0276,WH02,7,42,80
SKU0277,WH02,3,55,130
SKU0278,WH02,14,122,192
SKU0279,WH02,7,138,265
SKU0280,WH02,7,15,29
SKU0281,WH02,7,223,427
SKU0282,WH02,3,37,86
SKU0283,WH02,5,250,525
SKU0284,WH02,7,65,125
SKU0285,WH02,7,96,184
SKU0286,WH02,10,699,1212
SKU0287,WH02,10,98,169
SKU0288,WH02,7,305,584
SKU0289,WH02,10,130,225
SKU0290,WH02,3,97,230
SKU0291,WH02,10,133,231
SKU0292,WH02,10,268,465
SKU0293,WH02,5,45,95
SKU0294,WH02,5,35,73
SKU0295,WH02,5,47,99
SKU0296,WH02,5,92,192
SKU0297,WH02,7,82,157
SKU0298,WH02,5,158,332
SKU0299,WH02,10,404,701
SKU0300,WH02,5,35,73
SKU0301,WH02,3,35,82
SKU0302,WH02,7,28,53
SKU0303,WH02,5,518,1087
SKU0304,WH02,14,209,329
SKU0305,WH02,7,154,295
SKU0306,WH02,5,25,53
SKU0307,WH02,5,84,175
SKU0308,WH02,7,158,303
SKU0309,WH02,7,80,153
SKU0310,WH02,10,329,570
SKU0311,WH02,7,801,1534
SKU0312,WH02,7,43,82
SKU0313,WH02,7,40,77
SKU0314,WH02,10,57,99
SKU0315,WH02,7,424,813
SKU0316,WH02,5,213,447
SKU0317,WH02,10,111,192
SKU0318,WH02,10,130,224
SKU0319,WH02,7,48,92
SKU0320,WH02,14,353,557
SKU0321,WH02,10,89,154
SKU0322,WH02,5,66,139
SKU0323,WH02,10,216,375
SKU0324,WH02,7,85,162
SKU0325,WH02,7,81,155
SKU0326,WH02,7,101,194
SKU0327,WH02,10,256,443
SKU0328,WH02,7,440,843
SKU0329,WH02,7,170,325
SKU0330,WH02,3,138,326
SKU0331,WH02,7,84,160
SKU0332,WH02,14,84,133
SKU0333,WH02,10,225,390
SKU0334,WH02,3,78,185
SKU0335,WH02,10,35,61
SKU0336,WH02,10,93,162
SKU0337,WH02,7,93,178
SKU0338,WH02,3,43,100
SKU0339,WH02,7,380,727
SKU0340,WH02,3,103,244
SKU0341,WH02,7,344,659
SKU0342,WH02,7,127,243
SKU0343,WH02,14,171,269
SKU0344,WH02,7,43,83
SKU0345,WH02,10,127,219
SKU0346,WH02,14,161,253
SKU0347,WH02,3,20,47
SKU0348,WH02,5,52,108
SKU0349,WH02,10,94,162
SKU0350,WH02,10,182,314
SKU0351,WH02,7,152,290
SKU0352,WH02,10,74,129
SKU0353,WH02,7,153,292
SKU0354,WH02,10,106,184
SKU0355,WH02,10,10,17
SKU0356,WH02,5,54,114
SKU0357,WH02,5,220,462
SKU0358,WH02,5,19,39
SKU0359,WH02,14,176,277
SKU0360,WH02,14,659,1041
SKU0361,WH02,10,63,110
SKU0362,WH02,5,84,176
SKU0363,WH02,7,31,60
SKU0364,WH02,5,361,757
SKU0365,WH02,7,93,178
SKU0366,WH02,5,87,183
SKU0367,WH02,10,423,733
SKU0368,WH02,5,151,318
SKU0369,WH02,7,46,88
SKU0370,WH02,14,89,140
SKU0371,WH02,10,195,338
SKU0372,WH02,3,38,91
SKU0373,WH02,14,24,38
SKU0374,WH02,7,96,183
SKU0375,WH02,7,27,51
SKU0376,WH02,10,535,927
SKU0377,WH02,10,147,254
SKU0378,WH02,7,45,85
SKU0379,WH02,7,54,103
SKU0380,WH02,7,19,35
SKU0381,WH02,3,25,59
SKU0382,WH02,10,312,541
SKU0383,WH02,5,621,1303
SKU0384,WH02,7,193,369
SKU0385,WH02,7,92,177
SKU0386,WH02,5,57,119
SKU0387,WH02,7,43,81
SKU0388,WH02,7,638,1223
SKU0389,WH02,7,85,162
SKU0390,WH02,5,559,1174
SKU0391,WH02,10,438,759
SKU0392,WH02,14,34,53
SKU0393,WH02,7,55,106
SKU0394,WH02,7,55,105
SKU0395,WH02,3,62,148
SKU0396,WH02,3,64,150
SKU0397,WH02,7,1482,2840
SKU0398,WH02,14,60,95
SKU0399,WH02,10,154,266
SKU0400,WH02,7,174,334
SKU0401,WH02,14,158,250
SKU0402,WH02,7,111,212
SKU0403,WH02,5,33,69
SKU0404,WH02,7,110,211
SKU0405,WH02,5,132,277
SKU0406,WH02,10,168,291
SKU0407,WH02,7,167,320
SKU0408,WH02,10,446,772
SKU0409,WH02,7,233,445
SKU0410,WH02,14,169,267
SKU0411,WH02,7,35,67
SKU0412,WH02,7,59,112
SKU0413,WH02,5,69,144
SKU0414,WH02,14,199,314
SKU0415,WH02,7,65,125
SKU0416,WH02,5,36,76
SKU0417,WH02,10,43,75
SKU0418,WH02,3,16,36
SKU0419,WH02,7,81,155
SKU0420,WH02,7,27,52
SKU0421,WH02,7,41,78
SKU0422,WH02,7,71,135
SKU0423,WH02,5,26,53
SKU0424,WH02,5,118,247
SKU0425,WH02,3,130,308
SKU0426,WH02,5,51,107
SKU0427,WH02,14,107,169
SKU0428,WH02,7,163,311
SKU0429,WH02,7,53,101
SKU0430,WH02,7,50,95
SKU0431,WH02,10,367,636
SKU0432,WH02,5,185,388
SKU0433,WH02,5,144,301
SKU0434,WH02,10,288,498
SKU0435,WH02,7,17,33
SKU0436,WH02,10,423,732
SKU0437,WH02,10,178,308
SKU0438,WH02,10,311,538
SKU0439,WH02,5,118,248
SKU0440,WH02,5,87,183
SKU0441,WH02,5,65,137
SKU0442,WH02,10,174,302
SKU0443,WH02,14,120,189
SKU0444,WH02,14,346,546
SKU0445,WH02,5,20,42
SKU0446,WH02,10,77,133
SKU0447,WH02,7,630,1206
SKU0448,WH02,10,72,124
SKU0449,WH02,7,81,155
SKU0450,WH02,5,118,79
SKU0451,WH02,3,91,214
SKU0452,WH02,14,82,129
SKU0453,WH02,7,85,162
SKU0454,WH02,7,215,411
SKU0455,WH02,7,54,103
SKU0456,WH02,7,204,390
SKU0457,WH02,14,332,524
SKU0458,WH02,3,173,409
SKU0459,WH02,5,95,199
SKU0460,WH02,10,2309,4002
SKU0461,WH02,7,259,495
SKU0462,WH02,5,112,235
SKU0463,WH02,3,31,72
SKU0464,WH02,5,77,161
SKU0465,WH02,5,301,632
SKU0466,WH02,3,311,737
SKU0467,WH02,5,315,662
SKU0468,WH02,10,254,439
SKU0469,WH02,10,41,70
SKU0470,WH02,10,194,336
SKU0471,WH02,7,33,63
SKU0472,WH02,7,27,51
SKU0473,WH02,14,197,310
SKU0474,WH02,10,200,347
SKU0475,WH02,7,226,432
SKU0476,WH02,5,131,274
SKU0477,WH02,7,162,309
SKU0478,WH02,7,42,79
SKU0479,WH02,7,91,175
SKU0480,WH02,3,18,41
SKU0481,WH02,14,27,42
SKU0482,WH02,7,195,373
SKU0483,WH02,7,51,98
SKU0484,WH02,5,183,384
SKU0485,WH02,10,339,587
SKU0486,WH02,10,72,124
SKU0487,WH02,5,142,298
SKU0488,WH02,7,56,106
SKU0489,WH02,10,24,42
SKU0490,WH02,10,140,242
SKU0491,WH02,5,55,115
SKU0492,WH02,10,85,146
SKU0493,WH02,7,591,1133
SKU0494,WH02,5,22,45
SKU0495,WH02,5,118,247
SKU0496,WH02,5,34,72
SKU0497,WH02,5,189,396
SKU0498,WH02,7,131,251
SKU0499,WH02,10,176,305
SKU0500,WH02,5,36,75
SKU0501,WH02,14,80,126
SKU0502,WH02,5,192,403
SKU0503,WH02,7,492,943
SKU0504,WH02,14,244,385
SKU0505,WH02,10,56,97
SKU0506,WH02,7,136,260
SKU0507,WH02,10,1110,1924
SKU0508,WH02,5,92,192
SKU0509,WH02,3,249,590
SKU0510,WH02,7,52,99
SKU0511,WH02,5,81,169
SKU0512,WH02,7,175,335
SKU0513,WH02,5,120,250
SKU0514,WH02,14,80,126
SKU0515,WH02,10,61,105
SKU0516,WH02,10,304,527
SKU0517,WH02,10,365,633
SKU0518,WH02,5,325,682
SKU0519,WH02,3,338,802
SKU0520,WH02,10,141,245
SKU0521,WH02,7,76,145
SKU0522,WH02,7,337,646
SKU0523,WH02,7,190,364
SKU0524,WH02,7,42,80
SKU0525,WH02,5,33,69
SKU0526,WH02,7,156,299
SKU0527,WH02,7,86,164
SKU0528,WH02,7,98,187
SKU0529,WH02,14,416,656
SKU0530,WH02,7,198,380
SKU0531,WH02,10,414,717
SKU0532,WH02,10,22,39
SKU0533,WH02,5,105,220
SKU0534,WH02,10,234,405
SKU0535,WH02,7,26,49
SKU0536,WH02,7,56,107
SKU0537,WH02,3,32,75
SKU0538,WH02,14,162,255
SKU0539,WH02,14,685,1081
SKU0540,WH02,3,412,977
SKU0541,WH02,5,40,84
SKU0542,WH02,5,134,281
SKU0543,WH02,10,207,358
SKU0544,WH02,7,142,272
SKU0545,WH02,5,120,251
SKU0546,WH02,10,165,285
SKU0547,WH02,7,457,875
SKU0548,WH02,7,270,517
SKU0549,WH02,7,39,74
SKU0550,WH02,7,205,392
SKU0551,WH02,7,223,428
SKU0552,WH02,5,111,233
SKU0553,WH02,7,277,530
SKU0554,WH02,14,188,296
SKU0555,WH02,7,120,230
SKU0556,WH02,14,177,279
SKU0557,WH02,7,17,32
SKU0558,WH02,10,117,202
SKU0559,WH02,5,46,96
SKU0560,WH02,10,43,75
SKU0561,WH02,5,303,636
SKU0562,WH02,3,105,249
SKU0563,WH02,5,82,171
SKU0564,WH02,3,41,96
SKU0565,WH02,14,207,326
SKU0566,WH02,14,386,610
SKU0567,WH02,10,60,103
SKU0568,WH02,5,83,175
SKU0569,WH02,10,273,473
SKU0570,WH02,10,22,38
SKU0571,WH02,7,95,182
SKU0572,WH02,7,68,131
SKU0573,WH02,10,111,192
SKU0574,WH02,3,43,101
SKU0575,WH02,7,114,217
SKU0576,WH02,10,706,1223
SKU0577,WH02,5,63,131
SKU0578,WH02,7,130,249
SKU0579,WH02,7,602,1153
SKU0580,WH02,10,77,132
SKU0581,WH02,14,810,1279
SKU0582,WH02,10,126,218
SKU0583,WH02,7,497,952
SKU0584,WH02,7,197,377
SKU0585,WH02,7,132,253
SKU0586,WH02,7,95,181
SKU0587,WH02,3,38,91
SKU0588,WH02,10,134,232
SKU0589,WH02,10,280,486
SKU0590,WH02,7,99,190
SKU0591,WH02,10,94,163
SKU0592,WH02,10,100,173
SKU0593,WH02,7,245,468
SKU0594,WH02,3,201,477
SKU0595,WH02,3,37,87
SKU0596,WH02,7,55,105
SKU0597,WH02,7,141,270
SKU0598,WH02,5,330,692
SKU0599,WH02,5,234,491
SKU0600,WH02,5,27,57
SKU0601,WH02,10,99,171
SKU0602,WH02,10,55,94
SKU0603,WH02,7,79,151
SKU0604,WH02,5,353,741
SKU0605,WH02,5,24,49
SKU0606,WH02,5,20,41
SKU0607,WH02,7,48,91
SKU0608,WH02,3,87,205
SKU0609,WH02,7,175,335
SKU0610,WH02,14,235,371
SKU0611,WH02,7,288,552
SKU0612,WH02,10,26,45
SKU0613,WH02,5,243,510
SKU0614,WH02,5,63,132
SKU0615,WH02,14,306,483
SKU0616,WH02,7,31,59
SKU0617,WH02,7,101,193
SKU0618,WH02,14,196,309
SKU0619,WH02,7,283,542
SKU0620,WH02,7,24,46
SKU0621,WH02,7,103,197
SKU0622,WH02,3,26,60
SKU0623,WH02,5,132,276
SKU0624,WH02,3,135,319
SKU0625,WH02,10,398,690
SKU0626,WH02,10,78,134
SKU0627,WH02,5,192,403
SKU0628,WH02,5,284,595
SKU0629,WH02,10,29,50
SKU0630,WH02,14,275,434
SKU0631,WH02,5,198,415
SKU0632,WH02,7,80,152
SKU0633,WH02,10,42,73
SKU0634,WH02,10,292,506
SKU0635,WH02,14,54,85
SKU0636,WH02,5,71,149
SKU0637,WH02,5,81,169
SKU0638,WH02,7,191,365
SKU0639,WH02,5,48,100
SKU0640,WH02,10,68,117
SKU0641,WH02,3,73,173
SKU0642,WH02,7,248,474
SKU0643,WH02,14,1240,1957
SKU0644,WH02,14,41,65
SKU0645,WH02,10,166,288
SKU0646,WH02,14,60,94
SKU0647,WH02,3,167,396
SKU0648,WH02,7,43,83
SKU0649,WH02,3,37,87
SKU0650,WH02,14,94,147
SKU0651,WH02,14,148,234
SKU0652,WH02,3,90,212
SKU0653,WH02,3,103,245
SKU0654,WH02,7,100,191
SKU0655,WH02,5,26,53
SKU0656,WH02,10,241,417
SKU0657,WH02,5,80,167
SKU0658,WH02,10,356,616
SKU0659,WH02,7,53,102
SKU0660,WH02,7,24,46
SKU0661,WH02,5,81,170
SKU0662,WH02,14,508,802
SKU0663,WH02,7,116,222
SKU0664,WH02,7,84,160
SKU0665,WH02,7,46,88
SKU0666,WH02,14,770,1215
SKU0667,WH02,10,50,86
SKU0668,WH02,10,65,113
SKU0669,WH02,7,167,320
SKU0670,WH02,10,24,41
SKU0671,WH02,5,263,551
SKU0672,WH02,10,219,380
SKU0673,WH02,7,225,431
SKU0674,WH02,7,166,317
SKU0675,WH02,14,137,217
SKU0676,WH02,14,61,96
SKU0677,WH02,7,89,169
SKU0678,WH02,7,42,80
SKU0679,WH02,10,194,336
SKU0680,WH02,14,327,517
SKU0681,WH02,10,472,818
SKU0682,WH02,3,94,221
SKU0683,WH02,7,230,440
SKU0684,WH02,10,96,166
SKU0685,WH02,10,82,141
SKU0686,WH02,10,192,332
SKU0687,WH02,10,89,153
SKU0688,WH02,7,128,244
SKU0689,WH02,7,39,74
SKU0690,WH02,10,57,98
SKU0691,WH02,5,148,310
SKU0692,WH02,10,278,481
SKU0693,WH02,10,52,90
SKU0694,WH02,10,229,396
SKU0695,WH02,7,62,119
SKU0696,WH02,10,127,220
SKU0697,WH02,5,298,626
SKU0698,WH02,5,173,362
SKU0699,WH02,7,205,392
SKU0700,WH02,3,372,882
SKU0701,WH02,14,84,133
SKU0702,WH02,14,66,103
SKU0703,WH02,3,35,83
SKU0704,WH02,10,100,173
SKU0705,WH02,7,13,24
SKU0706,WH02,10,104,180
SKU0707,WH02,10,77,133
SKU0708,WH02,7,203,388
SKU0709,WH02,5,115,241
SKU0710,WH02,3,39,93
SKU0711,WH02,7,170,326
SKU0712,WH02,14,304,479
SKU0713,WH02,7,51,96
SKU0714,WH02,7,65,123
SKU0715,WH02,3,9,22
SKU0716,WH02,14,60,94
SKU0717,WH02,7,52,99
SKU0718,WH02,10,134,232
SKU0719,WH02,10,54,93
SKU0720,WH02,5,53,111
SKU0721,WH02,3,23,53
SKU0722,WH02,7,117,224
SKU0723,WH02,7,147,281
SKU0724,WH02,10,180,311
SKU0725,WH02,10,127,219
SKU0726,WH02,5,21,44
SKU0727,WH02,7,58,110
SKU0728,WH02,3,47,110
SKU0729,WH02,5,58,122
SKU0730,WH02,10,134,232
SKU0731,WH02,10,451,781
SKU0732,WH02,10,260,450
SKU0733,WH02,5,35,72
SKU0734,WH02,7,184,353
SKU0735,WH02,7,178,341
